latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
43.06919,-4.89499,351.19,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,325.75,200.88,D
43.06952,-4.87091,355.21,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,312.97,77.44,D
43.06955,-4.91453,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,304.75,284.11,D
43.06985,-4.8468,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,364.61,279.72,D
43.0699,-4.89035,352.86,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,330.55,214.34,D
43.07023,-4.86629,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,302.63,77.44,D
43.07027,-4.90988,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,300.78,24.17,D
43.07062,-4.88572,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,355.39,214.34,D
43.07095,-4.86166,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,298.45,29.27,D
43.07134,-4.88109,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,342.99,98.04,D
43.07136,-4.92474,322.67,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,323.44,395.09,D
43.07206,-4.87647,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,336.77,98.04,D
43.07209,-4.92011,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,353.21,284.11,D
43.07277,-4.87185,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,353.01,77.44,D
43.0728,-4.91546,355.26,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,310.91,284.11,D
43.07349,-4.86723,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,331.81,77.44,D
43.07352,-4.91082,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,299,24.17,D
43.0742,-4.8626,355.52,0.38,0.36,2025-08-16,1310,N21,VIIRS,l,2.0NRT,303.92,29.27,D
43.07534,-4.92103,349.19,0.38,0.36,2025-08-16,1310,N21,VIIRS,n,2.0NRT,302.24,12.77,D
43.07602,-4.87279,367,0.38,0.36,2025-08-16,1310,N21,VIIRS,h,2.0NRT,307.94,24.5,D
